"HostName";"TaskName";"Next Run Time";"Status";"Logon Mode";"Last Run Time";"Last Result";"Author";"Task To Run";"Start In";"Comment";"Scheduled Task State";"Idle Time";"Power Management";"Run As User";"Delete Task If Not Rescheduled";"Stop Task If Runs X Hours and X Mins";"Schedule";"Schedule Type";"Start Time";"Start Date";"End Date";"Days";"Months";"Repeat: Every";"Repeat: Until: Time";"Repeat: Until: Duration";"Repeat: Stop If Still Running"
"VS060";"\Microsoft\Windows\CertificateServicesClient\SystemTask";"N/A";"Running";"Interactive/Background";"29-4-2014 04:12:16";"0";"Microsoft Corporation";"COM handler";"N/A";"Certificate Services Client automatically manages digital identities such as Certificates, Keys and Credentials for the users and the machine, enabling enrollment, roaming and other services.";"Enabled";"Disabled";"Stop On Battery Mode";"SYSTEM";"Disabled";"Disabled";"Scheduling data is not available in this format.";"At system start up";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS060";"\Microsoft\Windows\CertificateServicesClient\UserTask";"N/A";"Queued";"Interactive/Background";"29-4-2014 05:46:45";"267045";"Microsoft Corporation";"COM handler";"N/A";"Certificate Services Client automatically manages digital identities such as Certificates, Keys and Credentials for the users and the machine, enabling enrollment, roaming and other services.";"Enabled";"Disabled";"Stop On Battery Mode";"INTERACTIVE";"Disabled";"Disabled";"Scheduling data is not available in this format.";"At system start up";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS060";"\Microsoft\Windows\CertificateServicesClient\UserTask";"N/A";"Queued";"Interactive/Background";"29-4-2014 05:46:45";"267045";"Microsoft Corporation";"COM handler";"N/A";"Certificate Services Client automatically manages digital identities such as Certificates, Keys and Credentials for the users and the machine, enabling enrollment, roaming and other services.";"Enabled";"Disabled";"Stop On Battery Mode";"INTERACTIVE";"Disabled";"Disabled";"Scheduling data is not available in this format.";"At logon time";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS060";"\Microsoft\Windows\CertificateServicesClient\UserTask-Roam";"N/A";"Ready";"Interactive/Background";"17-3-2014 17:25:18";"0";"Microsoft Corporation";"COM handler";"N/A";"Certificate Services Client automatically manages digital identities such as Certificates, Keys and Credentials for the users and the machine, enabling enrollment, roaming and other services.";"Enabled";"Disabled";"Stop On Battery Mode, No Start On Batteries";"INTERACTIVE";"Disabled";"Disabled";"Scheduling data is not available in this format.";"When an event occurs";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS060";"\Microsoft\Windows\CertificateServicesClient\UserTask-Roam";"N/A";"Ready";"Interactive/Background";"17-3-2014 17:25:18";"0";"Microsoft Corporation";"COM handler";"N/A";"Certificate Services Client automatically manages digital identities such as Certificates, Keys and Credentials for the users and the machine, enabling enrollment, roaming and other services.";"Enabled";"Disabled";"Stop On Battery Mode, No Start On Batteries";"INTERACTIVE";"Disabled";"Disabled";"Scheduling data is not available in this format.";"When an event occurs";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS060";"\Microsoft\Windows\CertificateServicesClient\UserTask-Roam";"N/A";"Ready";"Interactive/Background";"17-3-2014 17:25:18";"0";"Microsoft Corporation";"COM handler";"N/A";"Certificate Services Client automatically manages digital identities such as Certificates, Keys and Credentials for the users and the machine, enabling enrollment, roaming and other services.";"Enabled";"Disabled";"Stop On Battery Mode, No Start On Batteries";"INTERACTIVE";"Disabled";"Disabled";"Scheduling data is not available in this format.";"When an event occurs";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS060";"\Microsoft\Windows\CertificateServicesClient\UserTask-Roam";"N/A";"Ready";"Interactive/Background";"17-3-2014 17:25:18";"0";"Microsoft Corporation";"COM handler";"N/A";"Certificate Services Client automatically manages digital identities such as Certificates, Keys and Credentials for the users and the machine, enabling enrollment, roaming and other services.";"Enabled";"Disabled";"Stop On Battery Mode, No Start On Batteries";"INTERACTIVE";"Disabled";"Disabled";"Scheduling data is not available in this format.";"When an event occurs";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS060";"\Microsoft\Windows\CertificateServicesClient\UserTask-Roam";"N/A";"Ready";"Interactive/Background";"17-3-2014 17:25:18";"0";"Microsoft Corporation";"COM handler";"N/A";"Certificate Services Client automatically manages digital identities such as Certificates, Keys and Credentials for the users and the machine, enabling enrollment, roaming and other services.";"Enabled";"Disabled";"Stop On Battery Mode, No Start On Batteries";"INTERACTIVE";"Disabled";"Disabled";"Scheduling data is not available in this format.";"When an event occurs";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS060";"\Microsoft\Windows\CertificateServicesClient\UserTask-Roam";"N/A";"Ready";"Interactive/Background";"17-3-2014 17:25:18";"0";"Microsoft Corporation";"COM handler";"N/A";"Certificate Services Client automatically manages digital identities such as Certificates, Keys and Credentials for the users and the machine, enabling enrollment, roaming and other services.";"Enabled";"Disabled";"Stop On Battery Mode, No Start On Batteries";"INTERACTIVE";"Disabled";"Disabled";"Scheduling data is not available in this format.";"When an event occurs";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS060";"\Microsoft\Windows\Customer Experience Improvement Program\Consolidator";"29-4-2014 17:00:00";"Ready";"Interactive/Background";"28-4-2014 22:00:00";"-2147479295";"Microsoft Corporation";"%SystemRoot%\System32\wsqmcons.exe ";"N/A";"If the user has consented to participate in the Windows Customer Experience Improvement Program, this job collects and sends usage data to Microsoft.";"Enabled";"Disabled";"";"SYSTEM";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"One Time Only, Hourly ";"00:00:00";"2-1-2004";"N/A";"N/A";"N/A";"19 Hour(s), 0 Minute(s)";"None";"Disabled";"Disabled"
"VS060";"\Microsoft\Windows\Customer Experience Improvement Program\Server\ServerCeipAssistant";"2-5-2014 03:14:16";"Ready";"Interactive/Background";"29-4-2014 02:55:43";"-2133393396";"Microsoft Corporation";"%windir%\system32\ceipdata.exe ";"N/A";"This task is part of the Windows Server Customer Experience Improvement Program.  Please do not manually delete this task.  Please see http://go.microsoft.com/fwlink/?linkid=52095 for more information.";"Enabled";"Disabled";"Stop On Battery Mode, No Start On Batteries";"SYSTEM";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"Daily ";"02:30:00";"1-1-2004";"N/A";"Every 3 day(s)";"N/A";"Disabled";"Disabled";"Disabled";"Disabled"
"VS060";"\Microsoft\Windows\Customer Experience Improvement Program\Server\ServerRoleCollector";"2-5-2014 00:34:52";"Ready";"Interactive/Background";"29-4-2014 01:02:40";"0";"Microsoft Corporation";"%windir%\system32\ceiprole.exe ";"N/A";"This task is part of the Windows Server Customer Experience Improvement Program.  Please do not manually delete this task.  Please see http://go.microsoft.com/fwlink/?linkid=52095 for more information.";"Enabled";"Disabled";"Stop On Battery Mode, No Start On Batteries";"SYSTEM";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"Daily ";"00:30:00";"1-1-2004";"N/A";"Every 3 day(s)";"N/A";"Disabled";"Disabled";"Disabled";"Disabled"
"VS060";"\Microsoft\Windows\Defrag\ScheduledDefrag";"N/A";"Ready";"Interactive/Background";"N/A";"1";"Microsoft Corporation";"%windir%\system32\defrag.exe -c -i -g";"N/A";"This task defragments the computers hard disk drives.";"Enabled";"Only Start If Idle for 3 minutes, If Not Idle Retry For 525600 minutes Stop the task if Idle State end";"Stop On Battery Mode, No Start On Batteries";"SYSTEM";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"Weekly";"01:00:00";"1-1-2005";"N/A";"WED";"Every 1 week(s)";"Disabled";"Disabled";"Disabled";"Disabled"
"VS060";"\Microsoft\Windows\MUI\LPRemove";"N/A";"Ready";"Interactive/Background";"10-4-2014 04:26:39";"0";"Microsoft Corporation";"%windir%\system32\lpremove.exe ";"N/A";"N/A";"Enabled";"Disabled";"Stop On Battery Mode, No Start On Batteries";"SYSTEM";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"At system start up";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS060";"\Microsoft\Windows\MUI\LPRemove";"N/A";"Ready";"Interactive/Background";"10-4-2014 04:26:39";"0";"Microsoft Corporation";"%windir%\system32\lpremove.exe ";"N/A";"N/A";"Enabled";"Disabled";"Stop On Battery Mode, No Start On Batteries";"SYSTEM";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"One Time Only";"14:06:06";"27-1-2010";"N/A";"N/A";"N/A";"Disabled";"Disabled";"Disabled";"Disabled"
"VS060";"\Microsoft\Windows\Multimedia\SystemSoundsService";"N/A";"Ready";"Interactive/Background";"28-4-2014 08:40:30";"-2147023829";"N/A";"COM handler";"N/A";"System Sounds User Mode Agent";"Enabled";"Disabled";"";"Users";"Disabled";"Disabled";"Scheduling data is not available in this format.";"At logon time";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS060";"\Microsoft\Windows\NetworkAccessProtection\NAPStatus UI";"N/A";"Ready";"Interactive/Background";"28-4-2014 08:40:35";"267014";"Microsoft Corporation";"COM handler";"N/A";"Launches the Network Access Protection Status UI";"Enabled";"Disabled";"";"Users";"Disabled";"00:00:03";"Scheduling data is not available in this format.";"At logon time";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS060";"\Microsoft\Windows\NetworkAccessProtection\NAPStatus UI";"N/A";"Ready";"Interactive/Background";"28-4-2014 08:40:35";"267014";"Microsoft Corporation";"COM handler";"N/A";"Launches the Network Access Protection Status UI";"Enabled";"Disabled";"";"Users";"Disabled";"00:00:03";"Scheduling data is not available in this format.";"When an event occurs";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS060";"\Microsoft\Windows\PLA\System\ConvertLogEntries";"N/A";"Ready";"Interactive/Background";"28-4-2014 08:42:56";"0";"N/A";"%windir%\system32\rundll32.exe %windir%\system32\pla.dll,PlaConvertLogEntries";"N/A";"N/A";"Enabled";"Disabled";"Stop On Battery Mode";"SYSTEM";"Disabled";"Disabled";"Scheduling data is not available in this format.";"When an event occurs";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS060";"\Microsoft\Windows\RAC\RACAgent";"N/A";"Queued";"Interactive/Background";"29-4-2014 07:30:11";"0";"Microsoft Corporation";"%windir%\system32\RacAgent.exe ";"N/A";"Microsoft Reliability Analysis task started periodically to process system reliability data.";"Enabled";"Disabled";"";"LOCAL SERVICE";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"At system start up";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS060";"\Microsoft\Windows\RAC\RACAgent";"N/A";"Queued";"Interactive/Background";"29-4-2014 07:30:11";"0";"Microsoft Corporation";"%windir%\system32\RacAgent.exe ";"N/A";"Microsoft Reliability Analysis task started periodically to process system reliability data.";"Enabled";"Disabled";"";"LOCAL SERVICE";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"At system start up";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS060";"\Microsoft\Windows\Server Manager\ServerManager";"N/A";"Ready";"Interactive/Background";"28-4-2014 08:40:30";"0";"Microsoft Corporation";"%windir%\system32\ServerManagerLauncher.exe ";"N/A";"Task for launching Initial Configuration Tasks or Server Manager at logon.";"Enabled";"Disabled";"Stop On Battery Mode";"Administrators";"Disabled";"Disabled";"Scheduling data is not available in this format.";"At logon time";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS060";"\Microsoft\Windows\Shell\CrawlStartPages";"N/A";"Ready";"Interactive/Background";"28-4-2014 19:45:54";"0";"Microsoft Corporation";"COM handler";"N/A";"Index all crawl type start addresses.";"Enabled";"Disabled";"Stop On Battery Mode, No Start On Batteries";"LOCAL SERVICE";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"At idle time";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS060";"\Microsoft\Windows\Tcpip\IpAddressConflict1";"N/A";"Ready";"Interactive/Background";"N/A";"1";"Microsoft Corporation";"rundll32 ndfapi.dll,NdfRunDllDuplicateIPOffendingSystem";"N/A";"N/A";"Enabled";"Disabled";"Stop On Battery Mode, No Start On Batteries";"Users";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"When an event occurs";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS060";"\Microsoft\Windows\Tcpip\IpAddressConflict2";"N/A";"Ready";"Interactive/Background";"N/A";"1";"Microsoft Corporation";"rundll32 ndfapi.dll,NdfRunDllDuplicateIPDefendingSystem";"N/A";"N/A";"Enabled";"Disabled";"Stop On Battery Mode, No Start On Batteries";"Users";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"When an event occurs";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS060";"\Microsoft\Windows\TextServicesFramework\MsCtfMonitor";"N/A";"Ready";"Interactive/Background";"28-4-2014 08:40:30";"-2147023829";"N/A";"COM handler";"N/A";"TextServicesFramework monitor task";"Enabled";"Disabled";"";"Users";"Disabled";"Disabled";"Scheduling data is not available in this format.";"At logon time";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS060";"\Microsoft\Windows\UPnP\UPnPHostConfig";"N/A";"Ready";"Interactive/Background";"N/A";"1";"Microsoft";"sc.exe config upnphost start= auto";"N/A";"Set UPnPHost service to Auto-Start";"Enabled";"Disabled";"Stop On Battery Mode, No Start On Batteries";"SYSTEM";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"On demand only";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS060";"\Microsoft\Windows\WDI\ResolutionHost";"N/A";"Ready";"Interactive/Background";"N/A";"1";"Microsoft Corporation";"COM handler";"N/A";"The Windows Diagnostic Infrastructure Resolution host enables interactive resolutions for system problems detected by the Diagnostic Policy Service. It is triggered when necessary by the Diagnostic Policy Service in the appropriate user session. If the ";"Enabled";"Disabled";"";"INTERACTIVE";"Disabled";"Disabled";"Scheduling data is not available in this format.";"On demand only";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS060";"\Microsoft\Windows\Windows Error Reporting\QueueReporting";"N/A";"Queued";"Interactive/Background";"28-4-2014 08:53:30";"267045";"Microsoft Corporation";"%windir%\system32\wermgr.exe -queuereporting";"N/A";"Windows Error Reporting task to process queued reports.";"Enabled";"Disabled";"";"Users";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"At logon time";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS060";"\Microsoft\Windows\Wired\GatherWiredInfo";"N/A";"Ready";"Interactive/Background";"N/A";"1";"Microsoft";"%windir%\system32\gatherWiredInfo.vbs ";"$(Arg1)";"Wired information collector";"Enabled";"Disabled";"Stop On Battery Mode";"Users";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"On demand only";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS061";"\startCIC-internal1-p";"4-5-2014 08:15:00";"Ready";"Interactive/Background";"27-4-2014 08:14:59";"0";"NEDCAR\jve1858";"D:\CIC\data\bin\CIC-internal1-P\startCIC-P.cmd ";"N/A";"N/A";"Enabled";"Disabled";"Stop On Battery Mode, No Start On Batteries";"NEDCAR\CICSchedProd";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"Weekly";"08:15:00";"24-10-2013";"N/A";"SUN";"Every 1 week(s)";"Disabled";"Disabled";"Disabled";"Disabled"
"VS061";"\startCIC-internal2-p";"4-5-2014 08:15:00";"Ready";"Interactive/Background";"27-4-2014 08:15:03";"0";"NEDCAR\q058123";"D:\CIC\data\bin\CIC-internal2-P\startCIC-P.cmd ";"N/A";"N/A";"Enabled";"Disabled";"Stop On Battery Mode, No Start On Batteries";"NEDCAR\CICSchedProd";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"Weekly";"08:15:00";"24-10-2013";"N/A";"SUN";"Every 1 week(s)";"Disabled";"Disabled";"Disabled";"Disabled"
"VS061";"\startCIC-partner1-p";"4-5-2014 08:15:00";"Ready";"Interactive/Background";"27-4-2014 08:15:03";"0";"NEDCAR\jve1858";"D:\CIC\data\bin\CIC-partner1-P\startCIC-P.cmd ";"N/A";"N/A";"Enabled";"Disabled";"Stop On Battery Mode, No Start On Batteries";"NEDCAR\CICSchedProd";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"Weekly";"08:15:00";"24-10-2013";"N/A";"SUN";"Every 1 week(s)";"Disabled";"Disabled";"Disabled";"Disabled"
"VS061";"\stopCIC-internal1-p";"4-5-2014 00:30:00";"Ready";"Interactive/Background";"27-4-2014 00:30:03";"0";"NEDCAR\jve1858";"D:\CIC\data\bin\CIC-internal1-P\stopCIC-P.cmd ";"N/A";"N/A";"Enabled";"Disabled";"Stop On Battery Mode, No Start On Batteries";"NEDCAR\CICSchedProd";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"Weekly";"00:30:00";"24-10-2013";"N/A";"SUN";"Every 1 week(s)";"Disabled";"Disabled";"Disabled";"Disabled"
"VS061";"\stopCIC-internal2-p";"4-5-2014 00:30:00";"Ready";"Interactive/Background";"27-4-2014 00:30:03";"0";"NEDCAR\q058123";"D:\CIC\data\bin\CIC-internal2-P\stopCIC-P.cmd ";"N/A";"N/A";"Enabled";"Disabled";"Stop On Battery Mode, No Start On Batteries";"NEDCAR\CICSchedProd";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"Weekly";"00:30:00";"24-10-2013";"N/A";"SUN";"Every 1 week(s)";"Disabled";"Disabled";"Disabled";"Disabled"
"VS061";"\stopCIC-partner1-p";"4-5-2014 00:30:00";"Ready";"Interactive/Background";"27-4-2014 00:30:00";"0";"NEDCAR\jve1858";"D:\CIC\data\bin\CIC-partner1-P\stopCIC-P.cmd ";"N/A";"N/A";"Enabled";"Disabled";"Stop On Battery Mode, No Start On Batteries";"NEDCAR\CICSchedProd";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"Weekly";"00:30:00";"24-10-2013";"N/A";"SUN";"Every 1 week(s)";"Disabled";"Disabled";"Disabled";"Disabled"
"VS061";"\VNB-Cleanup files";"30-4-2014 06:00:00";"Ready";"Interactive/Background";"29-4-2014 06:00:00";"0";"SYSTEM";"C:\Scripts\Acties\cleanup.cmd ";"C:\Scripts\Acties";"NC Standaard cleanup script.";"Enabled";"Disabled";"";"NEDCAR\Scheduler";"Disabled";"04:00:00";"Scheduling data is not available in this format.";"Daily ";"06:00:00";"27-1-2010";"N/A";"Every 1 day(s)";"N/A";"Disabled";"Disabled";"Disabled";"Disabled"
"VS061";"\VNB-NTFSv3 info dump";"5-5-2014 05:00:00";"Ready";"Interactive/Background";"N/A";"1";"SYSTEM";"C:\Scripts\Secdump\DumpNTFS3\DumpNTFS3.cmd ";"C:\Scripts\Secdump\DumpNTFS3";"NC Standard Dump NTFS information to Secdump database";"Enabled";"Disabled";"";"NEDCAR\Scheduler";"Disabled";"08:00:00";"Scheduling data is not available in this format.";"Monthly";"05:00:00";"27-1-2010";"N/A";"First MON";"Every month";"Disabled";"Disabled";"Disabled";"Disabled"
"VS061";"\VNB-System configuration check";"29-4-2014 21:00:00";"Ready";"Interactive/Background";"28-4-2014 21:00:00";"0";"SYSTEM";"C:\Scripts\Acties\ncstd-config.cmd ";"C:\Scripts\Acties\";"NedCar Server Standaard Configuration";"Enabled";"Disabled";"";"NEDCAR\Scheduler";"Disabled";"01:00:00";"Scheduling data is not available in this format.";"Daily ";"21:00:00";"19-5-2010";"N/A";"Every 1 day(s)";"N/A";"Disabled";"Disabled";"Disabled";"Disabled"
"VS061";"\VNB-System configuration info";"29-4-2014 23:00:00";"Ready";"Interactive/Background";"28-4-2014 23:00:00";"0";"SYSTEM";"C:\Scripts\Secdump\SysInfo\SysInfo.cmd ";"C:\Scripts\Secdump\SysInfo";"NC Standard System info logging";"Enabled";"Disabled";"";"NEDCAR\Scheduler";"Disabled";"02:00:00";"Scheduling data is not available in this format.";"Daily ";"23:00:00";"27-1-2010";"N/A";"Every 1 day(s)";"N/A";"Disabled";"Disabled";"Disabled";"Disabled"
"VS061";"\VNB-Weekly reboot task";"4-5-2014 07:35:00";"Ready";"Interactive/Background";"N/A";"1";"NEDCAR\adm1";"C:\Scripts\Acties\shutdown.cmd ";"N/A";"VDL Nedcar weekly planned reboot scheduled task";"Enabled";"Disabled";"";"NEDCAR\Scheduler";"Disabled";"01:00:00";"Scheduling data is not available in this format.";"Weekly";"07:35:00";"30-10-2013";"N/A";"SUN";"Every 1 week(s)";"Disabled";"Disabled";"Disabled";"Disabled"
"VS061";"\Microsoft\Configuration Manager\Configuration Manager Health Evaluation";"30-4-2014 00:51:02";"Ready";"Interactive/Background";"N/A";"1";"Microsoft";"C:\Windows\CCM\ccmeval.exe ";"N/A";"N/A";"Enabled";"Disabled";"";"SYSTEM";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"Daily ";"00:51:02";"29-4-2014";"N/A";"Every 1 day(s)";"N/A";"Disabled";"Disabled";"Disabled";"Disabled"
"VS061";"\Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Automated)";"N/A";"Disabled";"Interactive/Background";"N/A";"1";"Microsoft Corporation";"COM handler";"N/A";"Updates the AD RMS rights policy templates for the user. This job does not provide a credential prompt if authentication to the template distribution web service on the server fails. In this case, it fails silently.";"Disabled";"Disabled";"";"Everyone";"Disabled";"01:00:00";"Scheduling data is not available in this format.";"Daily ";"03:00:00";"9-11-2006";"N/A";"Every 1 day(s)";"N/A";"Disabled";"Disabled";"Disabled";"Disabled"
"VS061";"\Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Automated)";"N/A";"Disabled";"Interactive/Background";"N/A";"1";"Microsoft Corporation";"COM handler";"N/A";"Updates the AD RMS rights policy templates for the user. This job does not provide a credential prompt if authentication to the template distribution web service on the server fails. In this case, it fails silently.";"Disabled";"Disabled";"";"Everyone";"Disabled";"01:00:00";"Scheduling data is not available in this format.";"At logon time";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS061";"\Microsoft\Windows\Active Directory Rights Management Services Client\AD RMS Rights Policy Template Management (Manual)";"N/A";"Ready";"Interactive/Background";"N/A";"1";"Microsoft Corporation";"COM handler";"N/A";"Updates the AD RMS rights policy templates for the user. This job provides a credential prompt if authentication to the template distribution web service on the server fails.";"Enabled";"Disabled";"Stop On Battery Mode, No Start On Batteries";"Everyone";"Disabled";"01:00:00";"Scheduling data is not available in this format.";"At logon time";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS061";"\Microsoft\Windows\AppID\PolicyConverter";"N/A";"Disabled";"Interactive/Background";"N/A";"1";"Microsoft Corporation";"%windir%\system32\appidpolicyconverter.exe ";"N/A";"Converts the software restriction policies policy from XML into binary format.";"Disabled";"Disabled";"";"LOCAL SERVICE";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"On demand only";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS061";"\Microsoft\Windows\AppID\VerifiedPublisherCertStoreCheck";"N/A";"Disabled";"Interactive/Background";"N/A";"1";"Microsoft Corporation";"%windir%\system32\appidcertstorecheck.exe ";"N/A";"Inspects the AppID certificate cache for invalid or revoked certificates.";"Disabled";"Only Start If Idle for 3 minutes, If Not Idle Retry For 1380 minutes Stop the task if Idle State end";"Stop On Battery Mode, No Start On Batteries";"LOCAL SERVICE";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"At system start up";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS061";"\Microsoft\Windows\Application Experience\AitAgent";"30-4-2014 02:30:00";"Ready";"Interactive/Background";"29-4-2014 02:30:00";"0";"Microsoft Corporation";"aitagent ";"N/A";"Aggregates and uploads Application Telemetry information if opted-in to the Microsoft Customer Experience Improvement Program.";"Enabled";"Only Start If Idle for 3 minutes, If Not Idle Retry For 1320 minutes Stop the task if Idle State end";"Stop On Battery Mode, No Start On Batteries";"SYSTEM";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"Daily ";"02:30:00";"8-10-2007";"N/A";"Every 1 day(s)";"N/A";"Disabled";"Disabled";"Disabled";"Disabled"
"VS061";"\Microsoft\Windows\Application Experience\ProgramDataUpdater";"30-4-2014 00:30:00";"Ready";"Interactive/Background";"29-4-2014 00:30:00";"0";"Microsoft Corporation";"%windir%\system32\rundll32.exe aepdu.dll,AePduRunUpdate";"N/A";"Collects program telemetry information if opted-in to the Microsoft Customer Experience Improvement Program";"Enabled";"Only Start If Idle for 3 minutes, If Not Idle Retry For 1380 minutes Stop the task if Idle State end";"Stop On Battery Mode, No Start On Batteries";"SYSTEM";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"Daily ";"00:30:00";"8-10-2007";"N/A";"Every 1 day(s)";"N/A";"Disabled";"Disabled";"Disabled";"Disabled"
"VS061";"\Microsoft\Windows\Autochk\Proxy";"N/A";"Ready";"Interactive/Background";"27-4-2014 08:13:59";"0";"Microsoft Corporation";"%windir%\system32\rundll32.exe /d acproxy.dll,PerformAutochkOperations";"N/A";"This task collects and uploads autochk SQM data if opted-in to the Microsoft Customer Experience Improvement Program.";"Enabled";"Only Start If Idle for 10 minutes, If Not Idle Retry For 525600 minutes";"";"LOCAL SERVICE";"Disabled";"72:00:00";"Scheduling data is not available in this format.";"At system start up";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS061";"\Microsoft\Windows\CertificateServicesClient\SystemTask";"N/A";"Ready";"Interactive/Background";"28-4-2014 23:44:15";"0";"Microsoft Corporation";"COM handler";"N/A";"Certificate Services Client automatically manages digital identities such as Certificates, Keys and Credentials for the users and the machine, enabling enrollment, roaming and other services.";"Enabled";"Disabled";"Stop On Battery Mode";"SYSTEM";"Disabled";"Disabled";"Scheduling data is not available in this format.";"When an event occurs";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS061";"\Microsoft\Windows\CertificateServicesClient\SystemTask";"N/A";"Ready";"Interactive/Background";"28-4-2014 23:44:15";"0";"Microsoft Corporation";"COM handler";"N/A";"Certificate Services Client automatically manages digital identities such as Certificates, Keys and Credentials for the users and the machine, enabling enrollment, roaming and other services.";"Enabled";"Disabled";"Stop On Battery Mode";"SYSTEM";"Disabled";"Disabled";"Scheduling data is not available in this format.";"At system start up";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
"VS061";"\Microsoft\Windows\CertificateServicesClient\SystemTask";"N/A";"Ready";"Interactive/Background";"28-4-2014 23:44:15";"0";"Microsoft Corporation";"COM handler";"N/A";"Certificate Services Client automatically manages digital identities such as Certificates, Keys and Credentials for the users and the machine, enabling enrollment, roaming and other services.";"Enabled";"Disabled";"Stop On Battery Mode";"SYSTEM";"Disabled";"Disabled";"Scheduling data is not available in this format.";"At system start up";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A";"N/A"
